Machine,Category,Material Name (JP),Material Name (EN),Cutting Pressure,Multi-Cut,Blade Type,GSM,Surface Texture,Has Adhesive,Density (kg/m3),Shore Hardness A
Explore 3,Vinyl,プレミアムビニール（ホログラフィックバブル）,Premium Vinyl (Holographic Bubble),128.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Vinyl,プレミアムビニール（フロステッドグレー）,Premium Vinyl (Frosted Gray),131.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Vinyl,プレミアムビニール（モザイク）,Premium Vinyl (Mosaic),136.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Vinyl,プレミアムビニール（ホログラフィックアールデコ）,Premium Vinyl (Holographic Art Deco),138.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Vinyl,プレミアムビニール（ホログラフィックスレッド）,Premium Vinyl (Holographic Thread),138.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Vinyl,ホログラフィックスパークルビニール,Holographic Sparkle Vinyl,139.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Vinyl,プレミアムビニール（トゥルーブラッシュド）,Premium Vinyl (True Brushed),140.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Vinyl,プレミアムビニール（パール）,Premium Vinyl (Pearl),146.0,-,ファインポイントブレード,120.0,shimmer,0,1326.0,70.0
Explore 3,Vinyl,プレミアムビニール（シマー）,Premium Vinyl (Shimmer),148.0,-,ファインポイントブレード,120.0,shimmer,0,1339.0,71.0
Explore 3,Vinyl,プレミアムビニール（フロステッドグリッター）,Premium Vinyl (Frosted Glitter),148.0,-,ファインポイントブレード,120.0,glitter,0,1456.0,81.0
Explore 3,Vinyl,プレミアムビニール（ホログラフィッククリスタル）,Premium Vinyl (Holographic Crystal),160.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Vinyl,プレミアムビニール（テクスチャメタリック）,Premium Vinyl (Textured Metallic),166.0,-,ファインポイントブレード,120.0,metallic,0,1365.0,75.0
Explore 3,Vinyl,プレミアムビニール（テクスチャード）,Premium Vinyl (Textured),166.0,-,ファインポイントブレード,120.0,textured,0,1365.0,73.0
Explore 3,Vinyl,粘着箔、マット,"Adhesive Foil, Matte",170.0,-,ファインポイントブレード,120.0,foil,1,1365.0,75.0
Explore 3,Vinyl,黒板ビニール,Chalkboard Vinyl,190.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Board/Cardboard,フラットダンボール,Flat cardboard,300.0,-,ファインポイントブレード,850.0,plain,0,850.0,65.0
Explore 3,Board/Cardboard,クラフトボード,Kraft board,320.0,2倍,ファインポイントブレード,850.0,plain,0,900.0,65.0
Explore 3,Board/Cardboard,段ボール,Corrugated cardboard,315.0,-,ファインポイントブレード,850.0,plain,0,850.0,55.0
Explore 3,Board/Cardboard,軽チップボード（0.37mm）,Light chipboard (0.37mm),327.0,2倍,ファインポイントブレード,314.5,plain,0,850.0,55.5
Explore 3,Board/Cardboard,メタリックポスターボード,Metallic poster board,330.0,2倍,ファインポイントブレード,850.0,metallic,0,892.5,75.0
Explore 3,Board/Cardboard,ホイルクラフトボード（ホログラフィック）,Foil kraft board (holographic),340.0,2倍,ファインポイントブレード,850.0,foil,0,945.0,75.0
Explore 3,Board/Cardboard,ホイルポスターボード,Foil poster board,340.0,-,ファインポイントブレード,850.0,foil,0,892.5,75.0
Explore 3,Board/Cardboard,マットボード（1.5mm）,Matte board (1.5mm),350.0,5倍,ディープポイントブレード,1275.0,matte,0,833.0,74.5
Explore 3,Leather,フェイクレザー（ペーパーシン）,Faux Leather (Paper Thin),215.0,2倍,ファインポイントブレード,1440.0,plain,0,900.0,55.0
Explore 3,Leather,フェイクスエード,Faux Suede,250.0,-,ファインポイントブレード,1440.0,plain,0,900.0,55.0
Explore 3,Leather,メタリックレザー,Metallic Leather,255.0,4倍,ディープポイントブレード,1440.0,metallic,0,945.0,65.0
Explore 3,Leather,本革,Genuine Leather,255.0,2倍,ディープポイントブレード,1440.0,plain,0,900.0,55.0
Explore 3,Leather,シマーレザー（1mm）,Shimmer Leather (1mm),325.0,3倍,ファインポイントブレード,900.0,shimmer,0,927.0,61.0
Explore 3,Others,アルミ箔,Aluminum Foil,80.0,2倍,ディープポイントブレード,200.0,foil,0,2835.0,50.0
Explore 3,Plastic,ウィンドウクライング,Window Clinging,100.0,-,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Explore 3,Plastic,フレキシブルステンシルフィルム,Flexible Stencil Film,110.0,-,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Explore 3,Others,ダクトテープシート,Duct Tape Sheets,122.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Explore 3,Others,EVAフォーム,EVA Foam,145.0,-,ディープポイントブレード,200.0,plain,0,100.0,42.0
Explore 3,Others,付箋,Sticky Notes,175.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Explore 3,Others,クラフトフォーム,Craft Foam,180.0,-,ディープポイントブレード,200.0,plain,0,100.0,42.0
Explore 3,Others,グリッタークラフトフォーム,Glitter Craft Foam,180.0,-,ディープポイントブレード,200.0,glitter,0,112.0,58.0
Explore 3,Others,ヴェラム,Vellum,200.0,-,ファインポイントブレード,200.0,plain,0,150.0,12.0
Explore 3,Others,食品・雑貨バッグ,Grocery Bags,200.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Explore 3,Others,フュージブルファブリック,Fusible Fabric,220.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Explore 3,Others,パーティーホイル,Party Foil,275.0,-,ファインポイントブレード,200.0,foil,0,157.5,50.0
Explore 3,Plastic,マイラー,Mylar,292.0,-,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Explore 3,Plastic,ステンシルフィルム（0.4mm）,Stencil Film (0.4mm),300.0,-,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Explore 3,Others,磁気シート（0.5mm）,Magnetic Sheet (0.5mm),300.0,4倍,ディープポイントブレード,200.0,plain,0,3500.0,90.0
Explore 3,Plastic,透明性,Transparency,308.0,-,ファインポイントブレード,150.0,plain,0,1300.0,75.0
Explore 3,Plastic,カッティングマットプロテクター,Cutting Mat Protector,310.0,2倍,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Explore 3,Others,塗料チップ,Paint Chips,310.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Explore 3,Others,天然木ベニヤ,Natural Wood Veneer,320.0,3倍,ディープポイントブレード,200.0,plain,0,350.0,85.0
Explore 3,Others,フェルト、ウール生地,Felt and Wool Fabric,328.0,6倍,ファインポイントブレード,200.0,plain,0,300.0,20.0
Explore 3,Others,フェルト、ウールボンディング,Felt and Wool Bonding,331.0,2倍,ファインポイントブレード,200.0,plain,0,300.0,20.0
Explore 3,Others,磁気シート（1.0mm）,Magnetic Sheet (1.0mm),350.0,8倍,ディープポイントブレード,200.0,plain,0,3500.0,90.0
Cricut Joy,Iron-On,エブリデイアイロン接着タイプ,Everyday Iron-On,95.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy,Iron-On,UVで色が変わるアイロン接着タイプ,UV-Color-Changing Iron-On,113.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy,Iron-On,リフレクティブアイロン接着タイプ,Reflective Iron-On,113.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy,Iron-On,SportFlexアイロン接着タイプ,SportFlex Iron-On,120.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy,Iron-On,エブリデイアイロン接着タイプ（メッシュ）,Everyday Iron-On (Mesh),120.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy,Iron-On,暗闇で光るアイロン接着タイプ,Glow-in-the-Dark Iron-On,130.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy,Iron-On,ホログラフィックアイロン接着タイプ,Holographic Iron-On,135.0,-,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Cricut Joy,Iron-On,エブリデイアイロン接着タイプ（モザイク）,Everyday Iron-On (Mosaic),158.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy,Iron-On,グリッターアイロン接着タイプ,Glitter Iron-On,180.0,-,ファインポイントブレード,100.0,glitter,0,1176.0,63.0
Cricut Joy,Iron-On,グリッターメッシュアイロン接着タイプ,Glitter Mesh Iron-On,180.0,-,ファインポイントブレード,100.0,glitter,0,1176.0,61.0
Cricut Joy,Iron-On,ホログラフィックスパークルアイロン接着タイプ,Holographic Sparkle Iron-On,182.0,-,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Cricut Joy,Iron-On,ホログラフィックアイロン接着モザイク,Holographic Iron-On Mosaic,246.0,-,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Cricut Joy,Infusible Ink,インフュージブルインク転写シート,Infusible Ink Transfer Sheet,241.0,-,ファインポイントブレード,75.0,plain,0,800.0,20.0
Cricut Joy,Cardstock,厚手カードストック（100lb/270gsm）,Heavyweight cardstock (100lb/270gsm),223.0,3倍,ファインポイントブレード,270.0,plain,0,800.0,30.0
Cricut Joy,Cardstock,グリッターカードストック,Glitter Cardstock,245.0,2倍,ファインポイントブレード,216.0,glitter,0,920.0,48.0
Cricut Joy,Cardstock,軽量カードストック（65lb/176gsm）,Lightweight cardstock (65lb/176gsm),245.0,-,ファインポイントブレード,176.0,plain,0,800.0,30.0
Cricut Joy,Cardstock,中サイズのカードストック（80lb/216gsm）,Medium cardstock (80lb/216gsm),251.0,-,ファインポイントブレード,216.0,plain,0,800.0,30.0
Cricut Joy,Cardstock,インサートカード用カードストック,Insert cardstock,260.0,-,ファインポイントブレード,216.0,plain,0,800.0,30.0
Cricut Joy,Cardstock,カットアウェイカード+バッカー,Cutaway cards with backers,315.0,-,ファインポイントブレード,216.0,plain,0,800.0,30.0
Cricut Joy,Paper,レーザーコピー用紙,Laser Copy Paper,100.0,2倍,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy,Paper,パールペーパー,Pearl Paper,120.0,2倍,ファインポイントブレード,80.0,shimmer,0,765.0,20.0
Cricut Joy,Paper,写真用紙,Photo Paper,223.0,2倍,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy,Paper,デラックスペーパー、接着剤付き,Deluxe Paper with Adhesive,253.0,-,ファインポイントブレード,80.0,plain,1,750.0,15.0
Cricut Joy,Paper,デラックスペーパーホイルエンボス加工,Deluxe Foil Embossed Paper,257.0,-,ファインポイントブレード,80.0,foil,0,787.5,25.0
Cricut Joy,Paper,デラックスペーパー,Deluxe Paper,270.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy,Paper,スパークルペーパー,Sparkle Paper,271.0,2倍,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy,Paper,シマーペーパー,Shimmer Paper,306.0,2倍,ファインポイントブレード,80.0,shimmer,0,772.5,21.0
Cricut Joy,Paper,ホイル紙（0.36mm）,Foil Paper (0.36mm),318.0,-,ファインポイントブレード,80.0,foil,0,787.5,25.0
Cricut Joy,Paper,トゥルーブラッシュドペーパー,True Brushed Paper,328.0,2倍,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy,Plastic,ホイルアセテート,Foil Acetate,330.0,2倍,ファインポイントブレード,150.0,foil,0,1365.0,85.0
Cricut Joy,Smart Materials,スマートラベル（溶解可能）,Smart Labels (Dissolvable),80.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Smart Materials,スマートアイロン接着タイプ（模様入り）,Smart Iron-On (Patterned),90.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Smart Materials,スマートラベル（書き込み可能・紙）,Smart Labels (Writable/Paper),107.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Smart Materials,スマートステンシル,Smart Stencils,110.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Smart Materials,スマートビニール（ホログラフィックパターン）,Smart Vinyl (Holographic Pattern),111.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Smart Materials,スマートビニール（取り外し可能）,Smart Vinyl (Removable),115.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Smart Materials,スマートアイロン接着タイプ,Smart Iron-On,118.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Smart Materials,スマートビニール（パーマネント）,Smart Vinyl (Permanent),125.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Smart Materials,スマートアイロン接着タイプ（ホログラフィック）,Smart Iron-On (Holographic),135.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Smart Materials,スマートビニール（シマー）,Smart Vinyl (Shimmer),135.0,-,ファインポイントブレード,120.0,shimmer,0,1339.0,71.0
Cricut Joy,Smart Materials,スマートアイロン接着タイプ（グリッター）,Smart Iron-On (Glitter),147.0,-,ファインポイントブレード,120.0,glitter,0,1456.0,81.0
Cricut Joy,Smart Materials,スマートラベル（書き込み可能・ビニール）,Smart Labels (Writable/Vinyl),150.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Smart Materials,スマートビニール（マットメタリック）,Smart Vinyl (Matte Metallic),155.0,-,ファインポイントブレード,120.0,metallic,0,1365.0,75.0
Cricut Joy,Smart Materials,スマートペーパーステッカー（カードストック）,Smart Paper Stickers (Cardstock),285.0,-,ファインポイントブレード,120.0,plain,1,1300.0,65.0
Cricut Joy,Vinyl,プレミアムビニール（ホログラフィッククリスタル）,Premium Vinyl (Holographic Crystal),121.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Vinyl,プレミアムビニール（ホログラフィックバブル）,Premium Vinyl (Holographic Bubble),121.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Vinyl,プレミアムビニール（（ホログラフィックアールデコ））,Premium Vinyl (Holographic Art Deco),121.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Vinyl,プレミアムビニール（（ホログラフィックスレッド））,Premium Vinyl (Holographic Thread),121.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Vinyl,ホログラフィックスパークルビニール,Holographic Sparkle Vinyl,121.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Vinyl,接着箔,Adhesive Foil,121.0,-,ファインポイントブレード,120.0,foil,1,1365.0,75.0
Cricut Joy,Vinyl,プレミアムビニール（（テクスチャード））,Premium Vinyl (Textured),123.0,-,ファインポイントブレード,120.0,textured,0,1365.0,73.0
Cricut Joy,Vinyl,プレミアムビニール（（ホログラフィック3Dテクスチャ））,Premium Vinyl (Holographic 3D Texture),123.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Vinyl,プレミアムビニール（（トゥルーブラッシュド））,Premium Vinyl (True Brushed),124.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,プレミアムビニール（（モザイク））,Premium Vinyl (Mosaic),124.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,プレミアムビニール（（フロステッドグレー））,Premium Vinyl (Frosted Gray),126.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,ステンシルビニール,Stencil Vinyl,127.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,ホワイトボード用ビニール（ドライイレース）,Whiteboard Vinyl (Dry Erase),131.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,プレミアムビニール（（テクスチャメタリック））,Premium Vinyl (Textured Metallic),132.0,-,ファインポイントブレード,120.0,metallic,0,1365.0,75.0
Cricut Joy,Vinyl,ホログラフィックビニール,Holographic Vinyl,137.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy,Vinyl,プレミアムビニール,Premium Vinyl,139.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,プレミアムビニール（（フロステッド不透明））,Premium Vinyl (Frosted Opaque),151.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,温度で色が変わるビニール（ヒート/コールド）,Temperature Color Changing Vinyl (Heat/Cold),152.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,プレミアムビニール（（パール））,Premium Vinyl (Pearl),158.0,-,ファインポイントブレード,120.0,shimmer,0,1326.0,70.0
Cricut Joy,Vinyl,プレミアムビニール（（フロステッドグリッター））,Premium Vinyl (Frosted Glitter),158.0,-,ファインポイントブレード,120.0,glitter,0,1456.0,81.0
Cricut Joy,Vinyl,暗闇で光るビニール,Glow-in-the-Dark Vinyl,160.0,2倍,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Vinyl,黒板ビニール,Chalkboard Vinyl,206.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy,Board/Cardboard,フラットダンボール,Flat cardboard,226.0,-,ファインポイントブレード,850.0,plain,0,850.0,65.0
Cricut Joy,Board/Cardboard,ホイルポスターボード,Foil poster board,257.0,-,ファインポイントブレード,850.0,foil,0,892.5,75.0
Cricut Joy,Board/Cardboard,段ボール,Corrugated cardboard,286.0,-,ファインポイントブレード,850.0,plain,0,850.0,55.0
Cricut Joy,Leather,フェイクレザー（ペーパーシン）,Faux leather (paper thin),251.0,2倍,ファインポイントブレード,1440.0,plain,0,900.0,55.0
Cricut Joy,Others,ウィンドウクライング,Window Crying,120.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Cricut Joy,Others,水彩カード,Watercolor Cards,230.0,2倍,ファインポイントブレード,200.0,plain,0,150.0,40.0
Cricut Joy,Others,パーティーホイル,Party Foil,269.0,-,ファインポイントブレード,200.0,foil,0,157.5,50.0
Cricut Joy,Pens & Markers,グリッタージェルペン,Glitter Gel Pen,,,,100.0,glitter,0,560.0,56.0
Cricut Joy,Pens & Markers,ジェルペン,Gel Pen,,,,100.0,plain,0,500.0,40.0
Cricut Joy,Pens & Markers,不透明ゲルペン,Opaque Gel Pen,,,,100.0,plain,0,500.0,40.0
Cricut Joy,Pens & Markers,メタリックマーカー,Metallic Marker,,,,100.0,metallic,0,525.0,50.0
Cricut Joy,Pens & Markers,水性ペン,Water-based Pen,,,,100.0,plain,0,500.0,40.0
Cricut Joy,Pens & Markers,極細ペン,Extra Fine Point Pen,,,,100.0,plain,0,500.0,40.0
Cricut Joy 2,Iron-On,,3D Iron-On,100.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Plastic,アセテート,Acetate,250.0,2倍,ファインポイントブレード,150.0,plain,0,1300.0,75.0
Cricut Joy 2,Vinyl,接着箔,Adhesive Foil,90.0,-,ファインポイントブレード,120.0,foil,1,1365.0,75.0
Cricut Joy 2,Paper,キャリブレーションペーパー,Calibration Paper,150.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy 2,Vinyl,黒板ビニール,Chalkboard Vinyl,180.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy 2,Iron-On,,Chameleon Iron-On,100.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Iron-On,,Color Pop Iron-On,175.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Paper,建設用紙,Construction Paper,168.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy 2,Paper,,Copy Paper,95.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy 2,Cardstock,,Cutaway Card + Backer,150.0,2倍,ファインポイントブレード,216.0,plain,0,800.0,30.0
Cricut Joy 2,Vinyl,,Dry Erase Vinyl,120.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy 2,Iron-On,エブリデイアイロン接着タイプ,Everyday Iron-On,100.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Leather,フェイクレザー（ペーパーシン）,Faux Leather (Paper Thin),120.0,2倍,ファインポイントブレード,1440.0,plain,0,900.0,55.0
Cricut Joy 2,Leather,フェイクスエード,Faux Suede,90.0,3倍,ファインポイントブレード,1440.0,plain,0,900.0,55.0
Cricut Joy 2,Others,フェルト,Felt,160.0,2倍,ファインポイントブレード,200.0,plain,0,300.0,20.0
Cricut Joy 2,Iron-On,,Flocked Iron-On,120.0,-,ファインポイントブレード,100.0,flock,0,1102.5,59.0
Cricut Joy 2,Iron-On,ホイルアイロン接着タイプ,Foil Iron-On,90.0,-,ファインポイントブレード,100.0,foil,0,1050.0,55.0
Cricut Joy 2,Cardstock,グリッターカードストック,Glitter Cardstock,270.0,2倍,ファインポイントブレード,216.0,glitter,0,920.0,48.0
Cricut Joy 2,Iron-On,グリッターアイロン接着タイプ,Glitter Iron-On,180.0,-,ファインポイントブレード,100.0,glitter,0,1176.0,63.0
Cricut Joy 2,Iron-On,,Glow in the Dark Iron-On,220.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Vinyl,,Glow in the Dark Vinyl,145.0,2倍,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy 2,Vinyl,,Heat/Cold Activated Color Changing Vinyl,120.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy 2,Cardstock,,Heavy Cardstock - 100 lb (270 gsm),280.0,2倍,ファインポイントブレード,270.0,plain,0,800.0,30.0
Cricut Joy 2,Paper,,Heavy Watercolor Paper - 140 lbs (300 gsm),220.0,2倍,ファインポイントブレード,300.0,plain,0,750.0,15.0
Cricut Joy 2,Iron-On,ホログラフィックアイロン接着タイプ,Holographic Iron-On,120.0,-,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Cricut Joy 2,Vinyl,ホログラフィックビニール,Holographic Vinyl,100.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy 2,Infusible Ink,インフュージブルインク転写シート,Infusible Ink Transfer Sheet,210.0,-,ファインポイントブレード,75.0,plain,0,800.0,20.0
Cricut Joy 2,Cardstock,,Insert Card - Cardstock,150.0,2倍,ファインポイントブレード,216.0,plain,0,800.0,30.0
Cricut Joy 2,Iron-On,,Iron-On Patches,160.0,3倍,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Printable Materials,,"Laminated Printable Sticker Paper, White",250.0,2倍,ファインポイントブレード,100.0,plain,1,900.0,25.0
Cricut Joy 2,Paper,レーザーコピー用紙,Laser Copy Paper,110.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Cricut Joy 2,Cardstock,,Medium Cardstock - 80 lb (216 gsm),210.0,2倍,ファインポイントブレード,216.0,plain,0,800.0,30.0
Cricut Joy 2,Cardstock,,"Medium Cardstock - 80 lb (Basic Cuts, Single Pass)",270.0,-,ファインポイントブレード,300.79999999999995,plain,0,800.0,30.0
Cricut Joy 2,Iron-On,,Metallic Puff Iron-On,140.0,-,ファインポイントブレード,100.0,metallic,0,1102.5,55.0
Cricut Joy 2,Vinyl,,Premium Vinyl - Frosted Opaque,110.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy 2,Vinyl,,Premium Vinyl - Holographic Sparkle,100.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy 2,Vinyl,,Premium Vinyl - Holographic Threads,100.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy 2,Vinyl,,Premium Vinyl - Pearl,120.0,-,ファインポイントブレード,120.0,shimmer,0,1326.0,70.0
Cricut Joy 2,Vinyl,,Premium Vinyl - Permanent,100.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy 2,Vinyl,,Premium Vinyl - Removable,100.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy 2,Vinyl,,Premium Vinyl - Shimmer,110.0,-,ファインポイントブレード,120.0,shimmer,0,1339.0,71.0
Cricut Joy 2,Vinyl,,Premium Vinyl - Textured Metallic,110.0,-,ファインポイントブレード,120.0,metallic,0,1365.0,75.0
Cricut Joy 2,Vinyl,,Premium Vinyl - True Brushed,110.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Cricut Joy 2,Iron-On,,Printable Iron-On Glitter Kit,230.0,2倍,ファインポイントブレード,100.0,glitter,0,1176.0,61.0
Cricut Joy 2,Iron-On,,Printable Iron-On Glow in the Dark Kit,200.0,2倍,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Iron-On,,Printable Iron-On Holographic Kit,200.0,2倍,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Cricut Joy 2,Iron-On,印刷可能なアイロン接着タイプ、ダーク,"Printable Iron-On, Dark",120.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Iron-On,印刷可能なアイロン接着タイプ、ライト,"Printable Iron-On, Light",95.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Iron-On,,"Printable Iron-On, Sublimation",100.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Printable Materials,,Printable Magnetic Sheet,300.0,-,ファインポイントブレード,100.0,plain,0,3500.0,90.0
Cricut Joy 2,Printable Materials,,"Printable Sticker Paper, White",100.0,2倍,ファインポイントブレード,100.0,plain,1,900.0,25.0
Cricut Joy 2,Printable Materials,,Printable Temporary Tattoo Paper,350.0,2倍,ファインポイントブレード,100.0,plain,0,900.0,25.0
Cricut Joy 2,Printable Materials,,"Printable Vinyl, Specialty (Gold/Silver)",120.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Cricut Joy 2,Printable Materials,,"Printable Vinyl, Transparent",110.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Cricut Joy 2,Printable Materials,,"Printable Vinyl, White (Green Liner Printing)",90.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Cricut Joy 2,Printable Materials,,Printable Waterproof Sticker Set - Transparent,250.0,2倍,ファインポイントブレード,100.0,plain,1,900.0,25.0
Cricut Joy 2,Printable Materials,,Printable Waterproof Sticker Set - Transparent Holographic,250.0,2倍,ファインポイントブレード,100.0,holographic,1,945.0,33.0
Cricut Joy 2,Printable Materials,,Printable Waterproof Sticker Set - White,180.0,2倍,ファインポイントブレード,100.0,plain,1,900.0,25.0
Cricut Joy 2,Printable Materials,,Printable Waterproof Sticker Set - White Holographic,180.0,2倍,ファインポイントブレード,100.0,holographic,1,945.0,33.0
Cricut Joy 2,Iron-On,,Puff Iron-On,120.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Iron-On,リフレクティブアイロン接着タイプ,Reflective Iron-On,100.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Cricut Joy 2,Smart Materials,,Smart Iron-On Glitter Matless Heat Transfer Vinyl,180.0,-,ファインポイントブレード,120.0,glitter,0,1456.0,81.0
Cricut Joy 2,Smart Materials,,Smart Iron-On Holographic Matless Heat Transfer Vinyl,130.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Cricut Joy 2,Smart Materials,,Smart Iron-On Matless Heat Transfer Vinyl,120.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
